Year,Geography,GeoCode,Economic family type,Household food security status,Value
2019,Alberta,,Elderly males not in an economic family,"data.Food insecure, moderate",
2020,Alberta,,Elderly males not in an economic family,"data.Food insecure, moderate",6.2
2018,Alberta,,Elderly males not in an economic family,"data.Food insecure, severe",
2019,Alberta,,Elderly males not in an economic family,"data.Food insecure, severe",
2020,Alberta,,Elderly males not in an economic family,"data.Food insecure, severe",
2018,Alberta,,Elderly females not in an economic family,"data.Food insecure, marginal",
2019,Alberta,,Elderly females not in an economic family,"data.Food insecure, marginal",
2020,Alberta,,Elderly females not in an economic family,"data.Food insecure, marginal",
2018,Alberta,,Elderly females not in an economic family,"data.Food insecure, moderate or severe",7.3
2019,Alberta,,Elderly females not in an economic family,"data.Food insecure, moderate or severe",7.8
2020,Alberta,,Elderly females not in an economic family,"data.Food insecure, moderate or severe",13.6
2018,Alberta,,Elderly females not in an economic family,"data.Food insecure, moderate",
2019,Alberta,,Elderly females not in an economic family,"data.Food insecure, moderate",
2020,Alberta,,Elderly females not in an economic family,"data.Food insecure, moderate",9.8
2018,Alberta,,Elderly females not in an economic family,"data.Food insecure, severe",
2019,Alberta,,Elderly females not in an economic family,"data.Food insecure, severe",
2020,Alberta,,Elderly females not in an economic family,"data.Food insecure, severe",
2018,Alberta,,Non-elderly persons not in an economic family,"data.Food insecure, marginal",4.5
2019,Alberta,,Non-elderly persons not in an economic family,"data.Food insecure, marginal",6.3
2020,Alberta,,Non-elderly persons not in an economic family,"data.Food insecure, marginal",5.7
2018,Alberta,,Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",21.6
2019,Alberta,,Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",18.4
2020,Alberta,,Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",21.0
2018,Alberta,,Non-elderly persons not in an economic family,"data.Food insecure, moderate",8.5
2019,Alberta,,Non-elderly persons not in an economic family,"data.Food insecure, moderate",10.8
2020,Alberta,,Non-elderly persons not in an economic family,"data.Food insecure, moderate",11.3
2018,Alberta,,Non-elderly persons not in an economic family,"data.Food insecure, severe",13.1
2019,Alberta,,Non-elderly persons not in an economic family,"data.Food insecure, severe",7.7
2020,Alberta,,Non-elderly persons not in an economic family,"data.Food insecure, severe",9.7
2018,Alberta,,Non-elderly males not in an economic family,"data.Food insecure, marginal",
2019,Alberta,,Non-elderly males not in an economic family,"data.Food insecure, marginal",
2020,Alberta,,Non-elderly males not in an economic family,"data.Food insecure, marginal",
2018,Alberta,,Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",21.4
2019,Alberta,,Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",19.4
2020,Alberta,,Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",21.4
2018,Alberta,,Non-elderly males not in an economic family,"data.Food insecure, moderate",7.8
2019,Alberta,,Non-elderly males not in an economic family,"data.Food insecure, moderate",11.6
2020,Alberta,,Non-elderly males not in an economic family,"data.Food insecure, moderate",11.1
2018,Alberta,,Non-elderly males not in an economic family,"data.Food insecure, severe",13.6
2019,Alberta,,Non-elderly males not in an economic family,"data.Food insecure, severe",7.8
2020,Alberta,,Non-elderly males not in an economic family,"data.Food insecure, severe",10.3
2018,Alberta,,Non-elderly females not in an economic family,"data.Food insecure, marginal",3.2
2019,Alberta,,Non-elderly females not in an economic family,"data.Food insecure, marginal",
2020,Alberta,,Non-elderly females not in an economic family,"data.Food insecure, marginal",6.1
2018,Alberta,,Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",21.7
2019,Alberta,,Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",17.2
2020,Alberta,,Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",20.4
2018,Alberta,,Non-elderly females not in an economic family,"data.Food insecure, moderate",9.4
2019,Alberta,,Non-elderly females not in an economic family,"data.Food insecure, moderate",9.7
2020,Alberta,,Non-elderly females not in an economic family,"data.Food insecure, moderate",11.5
2018,Alberta,,Non-elderly females not in an economic family,"data.Food insecure, severe",12.3
2019,Alberta,,Non-elderly females not in an economic family,"data.Food insecure, severe",7.5
2020,Alberta,,Non-elderly females not in an economic family,"data.Food insecure, severe",8.8
2018,British Columbia,,All persons,"data.Food insecure, marginal",4.5
2019,British Columbia,,All persons,"data.Food insecure, marginal",4.3
2020,British Columbia,,All persons,"data.Food insecure, marginal",4.6
2018,British Columbia,59,All persons,"data.Food insecure, moderate or severe",11.7
2019,British Columbia,59,All persons,"data.Food insecure, moderate or severe",11.9
2020,British Columbia,59,All persons,"data.Food insecure, moderate or severe",10.0
2018,British Columbia,,All persons,"data.Food insecure, moderate",8.0
2019,British Columbia,,All persons,"data.Food insecure, moderate",8.4
2020,British Columbia,,All persons,"data.Food insecure, moderate",7.3
2018,British Columbia,,All persons,"data.Food insecure, severe",3.7
2019,British Columbia,,All persons,"data.Food insecure, severe",3.5
2020,British Columbia,,All persons,"data.Food insecure, severe",2.7
2018,British Columbia,,Persons in economic families,"data.Food insecure, marginal",4.5
2019,British Columbia,,Persons in economic families,"data.Food insecure, marginal",4.2
2020,British Columbia,,Persons in economic families,"data.Food insecure, marginal",4.5
2018,British Columbia,,Persons in economic families,"data.Food insecure, moderate or severe",10.0
2019,British Columbia,,Persons in economic families,"data.Food insecure, moderate or severe",10.1
2020,British Columbia,,Persons in economic families,"data.Food insecure, moderate or severe",9.2
2018,British Columbia,,Persons in economic families,"data.Food insecure, moderate",7.6
2019,British Columbia,,Persons in economic families,"data.Food insecure, moderate",7.7
2020,British Columbia,,Persons in economic families,"data.Food insecure, moderate",7.0
2018,British Columbia,,Persons in economic families,"data.Food insecure, severe",2.4
2019,British Columbia,,Persons in economic families,"data.Food insecure, severe",2.5
2020,British Columbia,,Persons in economic families,"data.Food insecure, severe",2.3
2018,British Columbia,,data.Persons in elderly families,"data.Food insecure, marginal",
2019,British Columbia,,data.Persons in elderly families,"data.Food insecure, marginal",
2020,British Columbia,,data.Persons in elderly families,"data.Food insecure, marginal",
2018,British Columbia,,data.Persons in elderly families,"data.Food insecure, moderate or severe",4.1
2019,British Columbia,,data.Persons in elderly families,"data.Food insecure, moderate or severe",
2020,British Columbia,,data.Persons in elderly families,"data.Food insecure, moderate or severe",4.1
2018,British Columbia,,data.Persons in elderly families,"data.Food insecure, moderate",3.6
2019,British Columbia,,data.Persons in elderly families,"data.Food insecure, moderate",
2020,British Columbia,,data.Persons in elderly families,"data.Food insecure, moderate",3.6
2018,British Columbia,,data.Persons in elderly families,"data.Food insecure, severe",
2019,British Columbia,,data.Persons in elderly families,"data.Food insecure, severe",
2020,British Columbia,,data.Persons in elderly families,"data.Food insecure, severe",
2018,British Columbia,,data.Persons in elderly couples,"data.Food insecure, marginal",
2019,British Columbia,,data.Persons in elderly couples,"data.Food insecure, marginal",
2020,British Columbia,,data.Persons in elderly couples,"data.Food insecure, marginal",1.8
2018,British Columbia,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",2.2
2019,British Columbia,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",
2020,British Columbia,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",3.2
2018,British Columbia,,data.Persons in elderly couples,"data.Food insecure, moderate",
2019,British Columbia,,data.Persons in elderly couples,"data.Food insecure, moderate",
2020,British Columbia,,data.Persons in elderly couples,"data.Food insecure, moderate",2.8
2018,British Columbia,,data.Persons in elderly couples,"data.Food insecure, severe",
2019,British Columbia,,data.Persons in elderly couples,"data.Food insecure, severe",
2020,British Columbia,,data.Persons in elderly couples,"data.Food insecure, severe",
2018,British Columbia,,data.Persons in other elderly families,"data.Food insecure, marginal",
2019,British Columbia,,data.Persons in other elderly families,"data.Food insecure, marginal",
2020,British Columbia,,data.Persons in other elderly families,"data.Food insecure, marginal",
2018,British Columbia,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2019,British Columbia,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2020,British Columbia,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2018,British Columbia,,data.Persons in other elderly families,"data.Food insecure, moderate",
2019,British Columbia,,data.Persons in other elderly families,"data.Food insecure, moderate",
2020,British Columbia,,data.Persons in other elderly families,"data.Food insecure, moderate",
2018,British Columbia,,data.Persons in other elderly families,"data.Food insecure, severe",
2019,British Columbia,,data.Persons in other elderly families,"data.Food insecure, severe",
2020,British Columbia,,data.Persons in other elderly families,"data.Food insecure, severe",
2018,British Columbia,,data.Persons in non-elderly families,"data.Food insecure, marginal",5.0
2019,British Columbia,,data.Persons in non-elderly families,"data.Food insecure, marginal",4.5
2020,British Columbia,,data.Persons in non-elderly families,"data.Food insecure, marginal",4.7
2018,British Columbia,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",11.1
2019,British Columbia,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",11.1
2020,British Columbia,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",10.2
2018,British Columbia,,data.Persons in non-elderly families,"data.Food insecure, moderate",8.4
2019,British Columbia,,data.Persons in non-elderly families,"data.Food insecure, moderate",8.5
2020,British Columbia,,data.Persons in non-elderly families,"data.Food insecure, moderate",7.6
2018,British Columbia,,data.Persons in non-elderly families,"data.Food insecure, severe",2.7
2019,British Columbia,,data.Persons in non-elderly families,"data.Food insecure, severe",2.6
2020,British Columbia,,data.Persons in non-elderly families,"data.Food insecure, severe",2.6
2018,British Columbia,,data.Persons in couples,"data.Food insecure, marginal",3.3
2019,British Columbia,,data.Persons in couples,"data.Food insecure, marginal",3.7
2020,British Columbia,,data.Persons in couples,"data.Food insecure, marginal",3.5
2018,British Columbia,,data.Persons in couples,"data.Food insecure, moderate or severe",7.7
2019,British Columbia,,data.Persons in couples,"data.Food insecure, moderate or severe",5.6
2020,British Columbia,,data.Persons in couples,"data.Food insecure, moderate or severe",8.1
2018,British Columbia,,data.Persons in couples,"data.Food insecure, moderate",4.9
2019,British Columbia,,data.Persons in couples,"data.Food insecure, moderate",4.2
2020,British Columbia,,data.Persons in couples,"data.Food insecure, moderate",5.7
2018,British Columbia,,data.Persons in couples,"data.Food insecure, severe",2.8
2019,British Columbia,,data.Persons in couples,"data.Food insecure, severe",
