Year,Géographie,GeoCode,Type de famille économique,Niveau de sécurité alimentaire du ménage,Value
2019,Alberta,,data.Persons in other elderly families,"data.Food insecure, marginal",
2020,Alberta,,data.Persons in other elderly families,"data.Food insecure, marginal",
2018,Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2019,Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2020,Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2018,Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate",
2019,Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate",
2020,Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate",
2018,Alberta,,data.Persons in other elderly families,"data.Food insecure, severe",
2019,Alberta,,data.Persons in other elderly families,"data.Food insecure, severe",
2020,Alberta,,data.Persons in other elderly families,"data.Food insecure, severe",
2018,Alberta,,data.Persons in non-elderly families,"data.Food insecure, marginal",5.9
2019,Alberta,,data.Persons in non-elderly families,"data.Food insecure, marginal",6.0
2020,Alberta,,data.Persons in non-elderly families,"data.Food insecure, marginal",4.6
2018,Alberta,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",13.7
2019,Alberta,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",13.1
2020,Alberta,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",15.6
2018,Alberta,,data.Persons in non-elderly families,"data.Food insecure, moderate",9.3
2019,Alberta,,data.Persons in non-elderly families,"data.Food insecure, moderate",9.5
2020,Alberta,,data.Persons in non-elderly families,"data.Food insecure, moderate",10.4
2018,Alberta,,data.Persons in non-elderly families,"data.Food insecure, severe",4.5
2019,Alberta,,data.Persons in non-elderly families,"data.Food insecure, severe",3.6
2020,Alberta,,data.Persons in non-elderly families,"data.Food insecure, severe",5.2
2018,Alberta,,data.Persons in couples,"data.Food insecure, marginal",2.9
2019,Alberta,,data.Persons in couples,"data.Food insecure, marginal",2.6
2020,Alberta,,data.Persons in couples,"data.Food insecure, marginal",5.1
2018,Alberta,,data.Persons in couples,"data.Food insecure, moderate or severe",7.5
2019,Alberta,,data.Persons in couples,"data.Food insecure, moderate or severe",9.1
2020,Alberta,,data.Persons in couples,"data.Food insecure, moderate or severe",11.5
2018,Alberta,,data.Persons in couples,"data.Food insecure, moderate",3.5
2019,Alberta,,data.Persons in couples,"data.Food insecure, moderate",6.0
2020,Alberta,,data.Persons in couples,"data.Food insecure, moderate",7.0
2018,Alberta,,data.Persons in couples,"data.Food insecure, severe",4.0
2019,Alberta,,data.Persons in couples,"data.Food insecure, severe",3.1
2020,Alberta,,data.Persons in couples,"data.Food insecure, severe",4.5
2018,Alberta,,data.Persons in couple families with children,"data.Food insecure, marginal",6.9
2019,Alberta,,data.Persons in couple families with children,"data.Food insecure, marginal",6.2
2020,Alberta,,data.Persons in couple families with children,"data.Food insecure, marginal",5.0
2018,Alberta,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",12.9
2019,Alberta,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",12.8
2020,Alberta,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",14.6
2018,Alberta,,data.Persons in couple families with children,"data.Food insecure, moderate",9.9
2019,Alberta,,data.Persons in couple families with children,"data.Food insecure, moderate",10.6
2020,Alberta,,data.Persons in couple families with children,"data.Food insecure, moderate",10.8
2018,Alberta,,data.Persons in couple families with children,"data.Food insecure, severe",3.0
2019,Alberta,,data.Persons in couple families with children,"data.Food insecure, severe",2.2
2020,Alberta,,data.Persons in couple families with children,"data.Food insecure, severe",3.8
2018,Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2019,Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2020,Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2018,Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",10.9
2019,Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",
2020,Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",16.6
2018,Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",10.1
2019,Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2020,Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2018,Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2019,Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2020,Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2018,Alberta,,data.Persons in lone-parent families,"data.Food insecure, marginal",9.1
2019,Alberta,,data.Persons in lone-parent families,"data.Food insecure, marginal",
2020,Alberta,,data.Persons in lone-parent families,"data.Food insecure, marginal",7.2
2018,Alberta,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",35.0
2019,Alberta,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",18.6
2020,Alberta,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",32.1
2018,Alberta,,data.Persons in lone-parent families,"data.Food insecure, moderate",14.0
2019,Alberta,,data.Persons in lone-parent families,"data.Food insecure, moderate",
2020,Alberta,,data.Persons in lone-parent families,"data.Food insecure, moderate",23.5
2018,Alberta,,data.Persons in lone-parent families,"data.Food insecure, severe",21.1
2019,Alberta,,data.Persons in lone-parent families,"data.Food insecure, severe",
2020,Alberta,,data.Persons in lone-parent families,"data.Food insecure, severe",8.6
2018,Alberta,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2019,Alberta,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2020,Alberta,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2018,Alberta,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2019,Alberta,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2020,Alberta,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2018,Alberta,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2019,Alberta,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2020,Alberta,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2018,Alberta,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2019,Alberta,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2020,Alberta,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2018,Alberta,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2019,Alberta,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2020,Alberta,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2018,Alberta,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",36.5
2019,Alberta,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",21.6
2020,Alberta,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",31.9
2018,Alberta,,data.Persons in female lone-parent families,"data.Food insecure, moderate",14.5
2019,Alberta,,data.Persons in female lone-parent families,"data.Food insecure, moderate",
2020,Alberta,,data.Persons in female lone-parent families,"data.Food insecure, moderate",22.0
2018,Alberta,,data.Persons in female lone-parent families,"data.Food insecure, severe",22.0
2019,Alberta,,data.Persons in female lone-parent families,"data.Food insecure, severe",
2020,Alberta,,data.Persons in female lone-parent families,"data.Food insecure, severe",9.9
2018,Alberta,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2019,Alberta,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2020,Alberta,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2018,Alberta,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",21.6
2019,Alberta,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",16.5
2020,Alberta,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",17.6
2018,Alberta,,data.Persons in other non-elderly families,"data.Food insecure, moderate",11.6
2019,Alberta,,data.Persons in other non-elderly families,"data.Food insecure, moderate",
2020,Alberta,,data.Persons in other non-elderly families,"data.Food insecure, moderate",
2018,Alberta,,data.Persons in other non-elderly families,"data.Food insecure, severe",10.0
2019,Alberta,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2020,Alberta,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2018,Alberta,,Personnes hors famille économique,"data.Food insecure, marginal",4.5
2019,Alberta,,Personnes hors famille économique,"data.Food insecure, marginal",5.2
2020,Alberta,,Personnes hors famille économique,"data.Food insecure, marginal",5.2
2018,Alberta,,Personnes hors famille économique,"data.Food insecure, moderate or severe",18.4
2019,Alberta,,Personnes hors famille économique,"data.Food insecure, moderate or severe",16.1
2020,Alberta,,Personnes hors famille économique,"data.Food insecure, moderate or severe",19.1
2018,Alberta,,Personnes hors famille économique,"data.Food insecure, moderate",7.5
2019,Alberta,,Personnes hors famille économique,"data.Food insecure, moderate",9.1
2020,Alberta,,Personnes hors famille économique,"data.Food insecure, moderate",10.5
2018,Alberta,,Personnes hors famille économique,"data.Food insecure, severe",10.8
2019,Alberta,,Personnes hors famille économique,"data.Food insecure, severe",7.0
2020,Alberta,,Personnes hors famille économique,"data.Food insecure, severe",8.6
2018,Alberta,,Personnes âgées hors famille économique,"data.Food insecure, marginal",4.4
2019,Alberta,,Personnes âgées hors famille économique,"data.Food insecure, marginal",
2020,Alberta,,Personnes âgées hors famille économique,"data.Food insecure, marginal",3.9
2018,Alberta,,Personnes âgées hors famille économique,"data.Food insecure, moderate or severe",7.0
2019,Alberta,,Personnes âgées hors famille économique,"data.Food insecure, moderate or severe",8.4
2020,Alberta,,Personnes âgées hors famille économique,"data.Food insecure, moderate or severe",13.8
2018,Alberta,,Personnes âgées hors famille économique,"data.Food insecure, moderate",4.1
2019,Alberta,,Personnes âgées hors famille économique,"data.Food insecure, moderate",
2020,Alberta,,Personnes âgées hors famille économique,"data.Food insecure, moderate",8.4
2018,Alberta,,Personnes âgées hors famille économique,"data.Food insecure, severe",2.9
2019,Alberta,,Personnes âgées hors famille économique,"data.Food insecure, severe",
2020,Alberta,,Personnes âgées hors famille économique,"data.Food insecure, severe",5.4
2018,Alberta,,Hommes âgés hors famille économique,"data.Food insecure, marginal",
2019,Alberta,,Hommes âgés hors famille économique,"data.Food insecure, marginal",
2020,Alberta,,Hommes âgés hors famille économique,"data.Food insecure, marginal",
2018,Alberta,,Hommes âgés hors famille économique,"data.Food insecure, moderate or severe",
2019,Alberta,,Hommes âgés hors famille économique,"data.Food insecure, moderate or severe",
2020,Alberta,,Hommes âgés hors famille économique,"data.Food insecure, moderate or severe",14.2
2018,Alberta,,Hommes âgés hors famille économique,"data.Food insecure, moderate",
2019,Alberta,,Hommes âgés hors famille économique,"data.Food insecure, moderate",
2020,Alberta,,Hommes âgés hors famille économique,"data.Food insecure, moderate",6.2
2018,Alberta,,Hommes âgés hors famille économique,"data.Food insecure, severe",
2019,Alberta,,Hommes âgés hors famille économique,"data.Food insecure, severe",
2020,Alberta,,Hommes âgés hors famille économique,"data.Food insecure, severe",
2018,Alberta,,Femmes âgées hors famille économique,"data.Food insecure, marginal",
2019,Alberta,,Femmes âgées hors famille économique,"data.Food insecure, marginal",
2020,Alberta,,Femmes âgées hors famille économique,"data.Food insecure, marginal",
2018,Alberta,,Femmes âgées hors famille économique,"data.Food insecure, moderate or severe",7.3
2019,Alberta,,Femmes âgées hors famille économique,"data.Food insecure, moderate or severe",7.8
