Year,Geography,Status,Sex,Age group,GeoCode,Value
2022,Quebec,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,24,4
2022,Quebec,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,24,3
2022,Quebec,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,24,4
2022,Quebec,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,24,5
2022,Quebec,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,24,3
2022,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,24,5
2022,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,24,6
2022,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,24,4
2022,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,24,6
2022,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,24,7
2022,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,24,5
2022,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,24,7
2022,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,24,8
2022,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,24,5
2022,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,24,6
2022,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,24,8
2022,Quebec,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,24,5
2022,Ontario,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,35,5
2022,Ontario,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,35,6
2022,Ontario,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,35,4
2022,Ontario,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,35,10
2022,Ontario,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,35,12
2022,Ontario,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,35,8
2022,Ontario,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,35,13
2022,Ontario,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,35,15
2022,Ontario,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,35,10
2022,Ontario,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,35,14
2022,Ontario,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,35,17
2022,Ontario,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,35,11
2022,Ontario,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,35,2
2022,Ontario,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,35,2
2022,Ontario,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 19 years,35,2
2022,Ontario,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,35,4
2022,Ontario,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,35,5
2022,Ontario,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,35,4
2022,Ontario,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,35,6
2022,Ontario,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,35,7
2022,Ontario,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,35,5
2022,Ontario,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,35,7
2022,Ontario,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,35,8
2022,Ontario,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,35,5
2022,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,35,3
2022,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,35,4
2022,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,35,3
2022,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,35,6
2022,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,35,7
2022,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,35,4
2022,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,35,7
2022,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,35,8
2022,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,35,5
2022,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,35,7
2022,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,35,9
2022,Ontario,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,35,6
2022,Manitoba,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,46,6
2022,Manitoba,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,46,6
2022,Manitoba,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,46,5
2022,Manitoba,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,46,8
2022,Manitoba,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,46,10
2022,Manitoba,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,46,7
2022,Manitoba,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,46,10
2022,Manitoba,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,46,12
2022,Manitoba,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,46,8
2022,Manitoba,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,46,11
2022,Manitoba,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,46,14
2022,Manitoba,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,46,8
2022,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,46,1
2022,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,46,3
2022,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,46,4
2022,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,46,1
2022,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,46,3
2022,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,46,5
2022,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,46,1
2022,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,46,4
2022,Manitoba,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,46,6
2022,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,46,4
2022,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,46,4
2022,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,46,6
2022,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,46,6
2022,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,46,6
2022,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,46,7
2022,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,46,7
2022,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,46,7
2022,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,46,7
2022,Manitoba,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,46,7
2022,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,47,5
2022,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,47,6
2022,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,47,4
2022,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,47,10
2022,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,47,11
2022,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,47,8
2022,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,47,13
2022,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,47,14
2022,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,47,12
2022,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,47,14
2022,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,47,16
2022,Saskatchewan,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,47,12
2022,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,47,2
2022,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,47,3
2022,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,47,4
2022,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,47,3
2022,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,47,5
2022,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,47,6
2022,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,47,4
2022,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,47,5
2022,Saskatchewan,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,47,7
2022,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,47,4
2022,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,47,4
2022,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,47,3
2022,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,47,6
2022,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,47,7
2022,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,47,6
2022,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,47,8
2022,Saskatchewan,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,47,9
