Year,data.Geography,data.Economic family type,data.Household food security status,GeoCode,Value
2021,Ontario,Non-elderly males not in an economic family,"Food insecure, moderate or severe",35,19.3
2021,Ontario,Non-elderly males not in an economic family,"Food insecure, moderate",35,10.2
2021,Ontario,Non-elderly males not in an economic family,"Food insecure, severe",35,9.1
2021,Ontario,Non-elderly females not in an economic family,Food secure,35,74.4
2021,Ontario,Non-elderly females not in an economic family,Food insecure,35,25.6
2021,Ontario,Non-elderly females not in an economic family,"Food insecure, marginal",35,5.8
2021,Ontario,Non-elderly females not in an economic family,"Food insecure, moderate or severe",35,19.8
2021,Ontario,Non-elderly females not in an economic family,"Food insecure, moderate",35,10.5
2021,Ontario,Non-elderly females not in an economic family,"Food insecure, severe",35,9.3
2021,Prairie provinces,All persons,Food secure,,78.9
2021,Prairie provinces,All persons,Food insecure,,21.1
2021,Prairie provinces,All persons,"Food insecure, marginal",,5.8
2021,Prairie provinces,All persons,"Food insecure, moderate or severe",,15.3
2021,Prairie provinces,All persons,"Food insecure, moderate",,9.3
2021,Prairie provinces,All persons,"Food insecure, severe",,6.0
2021,Prairie provinces,Persons in economic families,Food secure,,79.4
2021,Prairie provinces,Persons in economic families,Food insecure,,20.6
2021,Prairie provinces,Persons in economic families,"Food insecure, marginal",,5.9
2021,Prairie provinces,Persons in economic families,"Food insecure, moderate or severe",,14.8
2021,Prairie provinces,Persons in economic families,"Food insecure, moderate",,9.3
2021,Prairie provinces,Persons in economic families,"Food insecure, severe",,5.5
2021,Prairie provinces,Persons in elderly families,Food secure,,91.5
2021,Prairie provinces,Persons in elderly families,Food insecure,,8.5
2021,Prairie provinces,Persons in elderly families,"Food insecure, marginal",,3.1
2021,Prairie provinces,Persons in elderly families,"Food insecure, moderate or severe",,5.4
2021,Prairie provinces,Persons in elderly families,"Food insecure, moderate",,4.0
2021,Prairie provinces,Persons in elderly families,"Food insecure, severe",,
2021,Prairie provinces,Persons in elderly couples,Food secure,,93.2
2021,Prairie provinces,Persons in elderly couples,Food insecure,,6.8
2021,Prairie provinces,Persons in elderly couples,"Food insecure, marginal",,3.2
2021,Prairie provinces,Persons in elderly couples,"Food insecure, moderate or severe",,3.7
2021,Prairie provinces,Persons in elderly couples,"Food insecure, moderate",,3.0
2021,Prairie provinces,Persons in elderly couples,"Food insecure, severe",,
2021,Prairie provinces,Persons in other elderly families,Food secure,,88.1
2021,Prairie provinces,Persons in other elderly families,Food insecure,,11.9
2021,Prairie provinces,Persons in other elderly families,"Food insecure, marginal",,
2021,Prairie provinces,Persons in other elderly families,"Food insecure, moderate or severe",,9.0
2021,Prairie provinces,Persons in other elderly families,"Food insecure, moderate",,
2021,Prairie provinces,Persons in other elderly families,"Food insecure, severe",,
2021,Prairie provinces,Persons in non-elderly families,Food secure,,77.5
2021,Prairie provinces,Persons in non-elderly families,Food insecure,,22.5
2021,Prairie provinces,Persons in non-elderly families,"Food insecure, marginal",,6.3
2021,Prairie provinces,Persons in non-elderly families,"Food insecure, moderate or severe",,16.2
2021,Prairie provinces,Persons in non-elderly families,"Food insecure, moderate",,10.1
2021,Prairie provinces,Persons in non-elderly families,"Food insecure, severe",,6.1
2021,Prairie provinces,Persons in couples,Food secure,,86.6
2021,Prairie provinces,Persons in couples,Food insecure,,13.4
2021,Prairie provinces,Persons in couples,"Food insecure, marginal",,3.4
2021,Prairie provinces,Persons in couples,"Food insecure, moderate or severe",,10.0
2021,Prairie provinces,Persons in couples,"Food insecure, moderate",,5.7
2021,Prairie provinces,Persons in couples,"Food insecure, severe",,4.3
2021,Prairie provinces,Persons in couple families with children,Food secure,,75.2
2021,Prairie provinces,Persons in couple families with children,Food insecure,,24.8
2021,Prairie provinces,Persons in couple families with children,"Food insecure, marginal",,8.2
2021,Prairie provinces,Persons in couple families with children,"Food insecure, moderate or severe",,16.6
2021,Prairie provinces,Persons in couple families with children,"Food insecure, moderate",,11.5
2021,Prairie provinces,Persons in couple families with children,"Food insecure, severe",,5.1
2021,Prairie provinces,Persons in couple families with other relatives,Food secure,,85.7
2021,Prairie provinces,Persons in couple families with other relatives,Food insecure,,14.3
2021,Prairie provinces,Persons in couple families with other relatives,"Food insecure, marginal",,3.4
2021,Prairie provinces,Persons in couple families with other relatives,"Food insecure, moderate or severe",,10.9
2021,Prairie provinces,Persons in couple families with other relatives,"Food insecure, moderate",,4.9
2021,Prairie provinces,Persons in couple families with other relatives,"Food insecure, severe",,6.0
2021,Prairie provinces,Persons in lone-parent families,Food secure,,57.9
2021,Prairie provinces,Persons in lone-parent families,Food insecure,,42.1
2021,Prairie provinces,Persons in lone-parent families,"Food insecure, marginal",,8.5
2021,Prairie provinces,Persons in lone-parent families,"Food insecure, moderate or severe",,33.6
2021,Prairie provinces,Persons in lone-parent families,"Food insecure, moderate",,18.5
2021,Prairie provinces,Persons in lone-parent families,"Food insecure, severe",,15.1
2021,Prairie provinces,Persons in male lone-parent families,Food secure,,64.0
2021,Prairie provinces,Persons in male lone-parent families,Food insecure,,36.0
2021,Prairie provinces,Persons in male lone-parent families,"Food insecure, marginal",,
2021,Prairie provinces,Persons in male lone-parent families,"Food insecure, moderate or severe",,21.2
2021,Prairie provinces,Persons in male lone-parent families,"Food insecure, moderate",,
2021,Prairie provinces,Persons in male lone-parent families,"Food insecure, severe",,
2021,Prairie provinces,Persons in female lone-parent families,Food secure,,56.0
2021,Prairie provinces,Persons in female lone-parent families,Food insecure,,44.0
2021,Prairie provinces,Persons in female lone-parent families,"Food insecure, marginal",,6.5
2021,Prairie provinces,Persons in female lone-parent families,"Food insecure, moderate or severe",,37.5
2021,Prairie provinces,Persons in female lone-parent families,"Food insecure, moderate",,19.4
2021,Prairie provinces,Persons in female lone-parent families,"Food insecure, severe",,18.1
2021,Prairie provinces,Persons in other non-elderly families,Food secure,,76.7
2021,Prairie provinces,Persons in other non-elderly families,Food insecure,,23.3
2021,Prairie provinces,Persons in other non-elderly families,"Food insecure, marginal",,2.7
2021,Prairie provinces,Persons in other non-elderly families,"Food insecure, moderate or severe",,20.6
2021,Prairie provinces,Persons in other non-elderly families,"Food insecure, moderate",,11.8
2021,Prairie provinces,Persons in other non-elderly families,"Food insecure, severe",,8.8
2021,Prairie provinces,Persons not in an economic family,Food secure,,76.1
2021,Prairie provinces,Persons not in an economic family,Food insecure,,23.9
2021,Prairie provinces,Persons not in an economic family,"Food insecure, marginal",,5.6
2021,Prairie provinces,Persons not in an economic family,"Food insecure, moderate or severe",,18.3
2021,Prairie provinces,Persons not in an economic family,"Food insecure, moderate",,9.1
2021,Prairie provinces,Persons not in an economic family,"Food insecure, severe",,9.2
2021,Prairie provinces,Elderly persons not in an economic family,Food secure,,85.4
2021,Prairie provinces,Elderly persons not in an economic family,Food insecure,,14.6
2021,Prairie provinces,Elderly persons not in an economic family,"Food insecure, marginal",,3.7
2021,Prairie provinces,Elderly persons not in an economic family,"Food insecure, moderate or severe",,10.8
2021,Prairie provinces,Elderly persons not in an economic family,"Food insecure, moderate",,5.7
2021,Prairie provinces,Elderly persons not in an economic family,"Food insecure, severe",,5.1
2021,Prairie provinces,Elderly males not in an economic family,Food secure,,83.4
2021,Prairie provinces,Elderly males not in an economic family,Food insecure,,16.6
2021,Prairie provinces,Elderly males not in an economic family,"Food insecure, marginal",,4.3
2021,Prairie provinces,Elderly males not in an economic family,"Food insecure, moderate or severe",,12.2
2021,Prairie provinces,Elderly males not in an economic family,"Food insecure, moderate",,4.1
2021,Prairie provinces,Elderly males not in an economic family,"Food insecure, severe",,
2021,Prairie provinces,Elderly females not in an economic family,Food secure,,86.5
2021,Prairie provinces,Elderly females not in an economic family,Food insecure,,13.5
2021,Prairie provinces,Elderly females not in an economic family,"Food insecure, marginal",,3.4
2021,Prairie provinces,Elderly females not in an economic family,"Food insecure, moderate or severe",,10.1
2021,Prairie provinces,Elderly females not in an economic family,"Food insecure, moderate",,6.6
2021,Prairie provinces,Elderly females not in an economic family,"Food insecure, severe",,3.6
2021,Prairie provinces,Non-elderly persons not in an economic family,Food secure,,72.6
2021,Prairie provinces,Non-elderly persons not in an economic family,Food insecure,,27.4
2021,Prairie provinces,Non-elderly persons not in an economic family,"Food insecure, marginal",,6.3
2021,Prairie provinces,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",,21.1
2021,Prairie provinces,Non-elderly persons not in an economic family,"Food insecure, moderate",,10.4
2021,Prairie provinces,Non-elderly persons not in an economic family,"Food insecure, severe",,10.7
2021,Prairie provinces,Non-elderly males not in an economic family,Food secure,,73.8
2021,Prairie provinces,Non-elderly males not in an economic family,Food insecure,,26.2
2021,Prairie provinces,Non-elderly males not in an economic family,"Food insecure, marginal",,6.1
2021,Prairie provinces,Non-elderly males not in an economic family,"Food insecure, moderate or severe",,20.1
2021,Prairie provinces,Non-elderly males not in an economic family,"Food insecure, moderate",,9.3
2021,Prairie provinces,Non-elderly males not in an economic family,"Food insecure, severe",,10.8
2021,Prairie provinces,Non-elderly females not in an economic family,Food secure,,71.0
2021,Prairie provinces,Non-elderly females not in an economic family,Food insecure,,29.0
2021,Prairie provinces,Non-elderly females not in an economic family,"Food insecure, marginal",,6.6
2021,Prairie provinces,Non-elderly females not in an economic family,"Food insecure, moderate or severe",,22.4
2021,Prairie provinces,Non-elderly females not in an economic family,"Food insecure, moderate",,11.8
2021,Prairie provinces,Non-elderly females not in an economic family,"Food insecure, severe",,10.6
2021,Manitoba,All persons,Food secure,46,80.4
2021,Manitoba,All persons,Food insecure,46,19.6
2021,Manitoba,All persons,"Food insecure, marginal",46,5.9
2021,Manitoba,All persons,"Food insecure, moderate or severe",46,13.7
2021,Manitoba,All persons,"Food insecure, moderate",46,9.2
2021,Manitoba,All persons,"Food insecure, severe",46,4.5
2021,Manitoba,Persons in economic families,Food secure,46,80.6
2021,Manitoba,Persons in economic families,Food insecure,46,19.4
2021,Manitoba,Persons in economic families,"Food insecure, marginal",46,6.1
2021,Manitoba,Persons in economic families,"Food insecure, moderate or severe",46,13.3
2021,Manitoba,Persons in economic families,"Food insecure, moderate",46,9.1
2021,Manitoba,Persons in economic families,"Food insecure, severe",46,4.2
2021,Manitoba,Persons in elderly families,Food secure,46,91.4
2021,Manitoba,Persons in elderly families,Food insecure,46,8.6
2021,Manitoba,Persons in elderly families,"Food insecure, marginal",46,4.0
2021,Manitoba,Persons in elderly families,"Food insecure, moderate or severe",46,4.6
2021,Manitoba,Persons in elderly families,"Food insecure, moderate",46,3.7
2021,Manitoba,Persons in elderly families,"Food insecure, severe",46,
2021,Manitoba,Persons in elderly couples,Food secure,46,94.1
2021,Manitoba,Persons in elderly couples,Food insecure,46,5.9
2021,Manitoba,Persons in elderly couples,"Food insecure, marginal",46,2.9
2021,Manitoba,Persons in elderly couples,"Food insecure, moderate or severe",46,2.9
2021,Manitoba,Persons in elderly couples,"Food insecure, moderate",46,
2021,Manitoba,Persons in elderly couples,"Food insecure, severe",46,
