Year,Géographie,Type de famille économique,Niveau de sécurité alimentaire du ménage,GeoCode,Value
2021,Manitoba,Personnes dans les couples,Insécurité alimentaire,46,12.9
2021,Manitoba,Personnes dans les couples,Insécurité alimentaire marginale,46,6.3
2021,Manitoba,Personnes dans les couples,Insécurité alimentaire modérée ou grave,46,6.5
2021,Manitoba,Personnes dans les couples,Insécurité alimentaire modérée,46,3.8
2021,Manitoba,Personnes dans les couples,Insécurité alimentaire grave,46,
2021,Manitoba,Personnes dans les familles comptant un couple avec des enfants,Sécurité alimentaire,46,79.3
2021,Manitoba,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire,46,20.7
2021,Manitoba,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire marginale,46,7.2
2021,Manitoba,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée ou grave,46,13.5
2021,Manitoba,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée,46,11.1
2021,Manitoba,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire grave,46,2.3
2021,Manitoba,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Sécurité alimentaire,46,84.5
2021,Manitoba,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire,46,15.5
2021,Manitoba,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire marginale,46,
2021,Manitoba,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée ou grave,46,12.4
2021,Manitoba,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée,46,8.5
2021,Manitoba,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire grave,46,
2021,Manitoba,Personnes dans les familles monoparentales,Sécurité alimentaire,46,53.1
2021,Manitoba,Personnes dans les familles monoparentales,Insécurité alimentaire,46,46.9
2021,Manitoba,Personnes dans les familles monoparentales,Insécurité alimentaire marginale,46,
2021,Manitoba,Personnes dans les familles monoparentales,Insécurité alimentaire modérée ou grave,46,34.5
2021,Manitoba,Personnes dans les familles monoparentales,Insécurité alimentaire modérée,46,13.4
2021,Manitoba,Personnes dans les familles monoparentales,Insécurité alimentaire grave,46,21.1
2021,Manitoba,Personnes dans les familles monoparentales ayant un homme à leur tête,Sécurité alimentaire,46,54.7
2021,Manitoba,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire,46,
2021,Manitoba,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire marginale,46,
2021,Manitoba,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée ou grave,46,
2021,Manitoba,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée,46,
2021,Manitoba,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire grave,46,
2021,Manitoba,Personnes dans les familles monoparentales ayant une femme à leur tête,Sécurité alimentaire,46,52.5
2021,Manitoba,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire,46,47.5
2021,Manitoba,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire marginale,46,
2021,Manitoba,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée ou grave,46,41.8
2021,Manitoba,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée,46,15.6
2021,Manitoba,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire grave,46,26.2
2021,Manitoba,Personnes dans les autres familles de personnes non âgées,Sécurité alimentaire,46,80.0
2021,Manitoba,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire,46,20.0
2021,Manitoba,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire marginale,46,
2021,Manitoba,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée ou grave,46,18.4
2021,Manitoba,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée,46,12.1
2021,Manitoba,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire grave,46,
2021,Manitoba,Personnes hors famille économique,Sécurité alimentaire,46,79.2
2021,Manitoba,Personnes hors famille économique,Insécurité alimentaire,46,20.8
2021,Manitoba,Personnes hors famille économique,Insécurité alimentaire marginale,46,4.9
2021,Manitoba,Personnes hors famille économique,Insécurité alimentaire modérée ou grave,46,16.0
2021,Manitoba,Personnes hors famille économique,Insécurité alimentaire modérée,46,9.8
2021,Manitoba,Personnes hors famille économique,Insécurité alimentaire grave,46,6.1
2021,Manitoba,Personnes âgées hors famille économique,Sécurité alimentaire,46,90.2
2021,Manitoba,Personnes âgées hors famille économique,Insécurité alimentaire,46,9.8
2021,Manitoba,Personnes âgées hors famille économique,Insécurité alimentaire marginale,46,4.1
2021,Manitoba,Personnes âgées hors famille économique,Insécurité alimentaire modérée ou grave,46,5.7
2021,Manitoba,Personnes âgées hors famille économique,Insécurité alimentaire modérée,46,3.6
2021,Manitoba,Personnes âgées hors famille économique,Insécurité alimentaire grave,46,
2021,Manitoba,Hommes âgés hors famille économique,Sécurité alimentaire,46,91.4
2021,Manitoba,Hommes âgés hors famille économique,Insécurité alimentaire,46,
2021,Manitoba,Hommes âgés hors famille économique,Insécurité alimentaire marginale,46,
2021,Manitoba,Hommes âgés hors famille économique,Insécurité alimentaire modérée ou grave,46,
2021,Manitoba,Hommes âgés hors famille économique,Insécurité alimentaire modérée,46,
2021,Manitoba,Hommes âgés hors famille économique,Insécurité alimentaire grave,46,
2021,Manitoba,Femmes âgées hors famille économique,Sécurité alimentaire,46,89.5
2021,Manitoba,Femmes âgées hors famille économique,Insécurité alimentaire,46,10.5
2021,Manitoba,Femmes âgées hors famille économique,Insécurité alimentaire marginale,46,5.0
2021,Manitoba,Femmes âgées hors famille économique,Insécurité alimentaire modérée ou grave,46,5.5
2021,Manitoba,Femmes âgées hors famille économique,Insécurité alimentaire modérée,46,3.1
2021,Manitoba,Femmes âgées hors famille économique,Insécurité alimentaire grave,46,
2021,Manitoba,Personnes non âgées hors famille économique,Sécurité alimentaire,46,73.6
2021,Manitoba,Personnes non âgées hors famille économique,Insécurité alimentaire,46,26.4
2021,Manitoba,Personnes non âgées hors famille économique,Insécurité alimentaire marginale,46,5.3
2021,Manitoba,Personnes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,46,21.1
2021,Manitoba,Personnes non âgées hors famille économique,Insécurité alimentaire modérée,46,13.0
2021,Manitoba,Personnes non âgées hors famille économique,Insécurité alimentaire grave,46,8.1
2021,Manitoba,Hommes non âgés hors famille économique,Sécurité alimentaire,46,75.0
2021,Manitoba,Hommes non âgés hors famille économique,Insécurité alimentaire,46,25.0
2021,Manitoba,Hommes non âgés hors famille économique,Insécurité alimentaire marginale,46,5.2
2021,Manitoba,Hommes non âgés hors famille économique,Insécurité alimentaire modérée ou grave,46,19.8
2021,Manitoba,Hommes non âgés hors famille économique,Insécurité alimentaire modérée,46,13.3
2021,Manitoba,Hommes non âgés hors famille économique,Insécurité alimentaire grave,46,6.5
2021,Manitoba,Femmes non âgées hors famille économique,Sécurité alimentaire,46,71.9
2021,Manitoba,Femmes non âgées hors famille économique,Insécurité alimentaire,46,28.1
2021,Manitoba,Femmes non âgées hors famille économique,Insécurité alimentaire marginale,46,5.3
2021,Manitoba,Femmes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,46,22.8
2021,Manitoba,Femmes non âgées hors famille économique,Insécurité alimentaire modérée,46,12.5
2021,Manitoba,Femmes non âgées hors famille économique,Insécurité alimentaire grave,46,10.2
2021,Saskatchewan,Toutes les personnes,Sécurité alimentaire,47,79.7
2021,Saskatchewan,Toutes les personnes,Insécurité alimentaire,47,20.3
2021,Saskatchewan,Toutes les personnes,Insécurité alimentaire marginale,47,6.0
2021,Saskatchewan,Toutes les personnes,Insécurité alimentaire modérée ou grave,47,14.3
2021,Saskatchewan,Toutes les personnes,Insécurité alimentaire modérée,47,8.8
2021,Saskatchewan,Toutes les personnes,Insécurité alimentaire grave,47,5.5
2021,Saskatchewan,Personnes dans les familles économiques,Sécurité alimentaire,47,79.8
2021,Saskatchewan,Personnes dans les familles économiques,Insécurité alimentaire,47,20.2
2021,Saskatchewan,Personnes dans les familles économiques,Insécurité alimentaire marginale,47,6.3
2021,Saskatchewan,Personnes dans les familles économiques,Insécurité alimentaire modérée ou grave,47,13.9
2021,Saskatchewan,Personnes dans les familles économiques,Insécurité alimentaire modérée,47,9.0
2021,Saskatchewan,Personnes dans les familles économiques,Insécurité alimentaire grave,47,4.9
2021,Saskatchewan,Personnes dans les familles de personnes âgées,Sécurité alimentaire,47,93.8
2021,Saskatchewan,Personnes dans les familles de personnes âgées,Insécurité alimentaire,47,6.2
2021,Saskatchewan,Personnes dans les familles de personnes âgées,Insécurité alimentaire marginale,47,
2021,Saskatchewan,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée ou grave,47,3.6
2021,Saskatchewan,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée,47,
2021,Saskatchewan,Personnes dans les familles de personnes âgées,Insécurité alimentaire grave,47,
2021,Saskatchewan,Personnes dans les couples de personnes âgées,Sécurité alimentaire,47,96.7
2021,Saskatchewan,Personnes dans les couples de personnes âgées,Insécurité alimentaire,47,3.3
2021,Saskatchewan,Personnes dans les couples de personnes âgées,Insécurité alimentaire marginale,47,
2021,Saskatchewan,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée ou grave,47,
2021,Saskatchewan,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée,47,
2021,Saskatchewan,Personnes dans les couples de personnes âgées,Insécurité alimentaire grave,47,
2021,Saskatchewan,Personnes dans les autres familles de personnes âgées,Sécurité alimentaire,47,85.9
2021,Saskatchewan,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire,47,
2021,Saskatchewan,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire marginale,47,
2021,Saskatchewan,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée ou grave,47,
2021,Saskatchewan,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée,47,
2021,Saskatchewan,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire grave,47,
2021,Saskatchewan,Personnes dans les familles non âgées,Sécurité alimentaire,47,77.5
2021,Saskatchewan,Personnes dans les familles non âgées,Insécurité alimentaire,47,22.5
2021,Saskatchewan,Personnes dans les familles non âgées,Insécurité alimentaire marginale,47,6.9
2021,Saskatchewan,Personnes dans les familles non âgées,Insécurité alimentaire modérée ou grave,47,15.6
2021,Saskatchewan,Personnes dans les familles non âgées,Insécurité alimentaire modérée,47,10.1
2021,Saskatchewan,Personnes dans les familles non âgées,Insécurité alimentaire grave,47,5.5
2021,Saskatchewan,Personnes dans les couples,Sécurité alimentaire,47,83.4
2021,Saskatchewan,Personnes dans les couples,Insécurité alimentaire,47,16.6
2021,Saskatchewan,Personnes dans les couples,Insécurité alimentaire marginale,47,
2021,Saskatchewan,Personnes dans les couples,Insécurité alimentaire modérée ou grave,47,13.2
2021,Saskatchewan,Personnes dans les couples,Insécurité alimentaire modérée,47,8.1
2021,Saskatchewan,Personnes dans les couples,Insécurité alimentaire grave,47,5.1
