Year,data.Geography,GeoCode,data.Economic family type,data.Household food security status,Value
2019,data.Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2020,data.Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2018,data.Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",10.9
2019,data.Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",
2020,data.Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",16.6
2018,data.Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",10.1
2019,data.Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2020,data.Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2018,data.Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2019,data.Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2020,data.Alberta,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2018,data.Alberta,,data.Persons in lone-parent families,"data.Food insecure, marginal",9.1
2019,data.Alberta,,data.Persons in lone-parent families,"data.Food insecure, marginal",
2020,data.Alberta,,data.Persons in lone-parent families,"data.Food insecure, marginal",7.2
2018,data.Alberta,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",35.0
2019,data.Alberta,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",18.6
2020,data.Alberta,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",32.1
2018,data.Alberta,,data.Persons in lone-parent families,"data.Food insecure, moderate",14.0
2019,data.Alberta,,data.Persons in lone-parent families,"data.Food insecure, moderate",
2020,data.Alberta,,data.Persons in lone-parent families,"data.Food insecure, moderate",23.5
2018,data.Alberta,,data.Persons in lone-parent families,"data.Food insecure, severe",21.1
2019,data.Alberta,,data.Persons in lone-parent families,"data.Food insecure, severe",
2020,data.Alberta,,data.Persons in lone-parent families,"data.Food insecure, severe",8.6
2018,data.Alberta,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2019,data.Alberta,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2020,data.Alberta,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2018,data.Alberta,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2019,data.Alberta,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2020,data.Alberta,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2018,data.Alberta,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2019,data.Alberta,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2020,data.Alberta,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2018,data.Alberta,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2019,data.Alberta,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2020,data.Alberta,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2018,data.Alberta,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2019,data.Alberta,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2020,data.Alberta,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2018,data.Alberta,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",36.5
2019,data.Alberta,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",21.6
2020,data.Alberta,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",31.9
2018,data.Alberta,,data.Persons in female lone-parent families,"data.Food insecure, moderate",14.5
2019,data.Alberta,,data.Persons in female lone-parent families,"data.Food insecure, moderate",
2020,data.Alberta,,data.Persons in female lone-parent families,"data.Food insecure, moderate",22.0
2018,data.Alberta,,data.Persons in female lone-parent families,"data.Food insecure, severe",22.0
2019,data.Alberta,,data.Persons in female lone-parent families,"data.Food insecure, severe",
2020,data.Alberta,,data.Persons in female lone-parent families,"data.Food insecure, severe",9.9
2018,data.Alberta,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2019,data.Alberta,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2020,data.Alberta,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2018,data.Alberta,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",21.6
2019,data.Alberta,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",16.5
2020,data.Alberta,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",17.6
2018,data.Alberta,,data.Persons in other non-elderly families,"data.Food insecure, moderate",11.6
2019,data.Alberta,,data.Persons in other non-elderly families,"data.Food insecure, moderate",
2020,data.Alberta,,data.Persons in other non-elderly families,"data.Food insecure, moderate",
2018,data.Alberta,,data.Persons in other non-elderly families,"data.Food insecure, severe",10.0
2019,data.Alberta,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2020,data.Alberta,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2018,data.Alberta,,data.Persons not in an economic family,"data.Food insecure, marginal",4.5
2019,data.Alberta,,data.Persons not in an economic family,"data.Food insecure, marginal",5.2
2020,data.Alberta,,data.Persons not in an economic family,"data.Food insecure, marginal",5.2
2018,data.Alberta,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",18.4
2019,data.Alberta,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",16.1
2020,data.Alberta,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",19.1
2018,data.Alberta,,data.Persons not in an economic family,"data.Food insecure, moderate",7.5
2019,data.Alberta,,data.Persons not in an economic family,"data.Food insecure, moderate",9.1
2020,data.Alberta,,data.Persons not in an economic family,"data.Food insecure, moderate",10.5
2018,data.Alberta,,data.Persons not in an economic family,"data.Food insecure, severe",10.8
2019,data.Alberta,,data.Persons not in an economic family,"data.Food insecure, severe",7.0
2020,data.Alberta,,data.Persons not in an economic family,"data.Food insecure, severe",8.6
2018,data.Alberta,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",4.4
2019,data.Alberta,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",
2020,data.Alberta,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",3.9
2018,data.Alberta,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",7.0
2019,data.Alberta,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",8.4
2020,data.Alberta,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",13.8
2018,data.Alberta,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",4.1
2019,data.Alberta,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",
2020,data.Alberta,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",8.4
2018,data.Alberta,,data.Elderly persons not in an economic family,"data.Food insecure, severe",2.9
2019,data.Alberta,,data.Elderly persons not in an economic family,"data.Food insecure, severe",
2020,data.Alberta,,data.Elderly persons not in an economic family,"data.Food insecure, severe",5.4
2018,data.Alberta,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2019,data.Alberta,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2020,data.Alberta,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2018,data.Alberta,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",
2019,data.Alberta,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",
2020,data.Alberta,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",14.2
2018,data.Alberta,,data.Elderly males not in an economic family,"data.Food insecure, moderate",
2019,data.Alberta,,data.Elderly males not in an economic family,"data.Food insecure, moderate",
2020,data.Alberta,,data.Elderly males not in an economic family,"data.Food insecure, moderate",6.2
2018,data.Alberta,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2019,data.Alberta,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2020,data.Alberta,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2018,data.Alberta,,data.Elderly females not in an economic family,"data.Food insecure, marginal",
2019,data.Alberta,,data.Elderly females not in an economic family,"data.Food insecure, marginal",
2020,data.Alberta,,data.Elderly females not in an economic family,"data.Food insecure, marginal",
2018,data.Alberta,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",7.3
2019,data.Alberta,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",7.8
2020,data.Alberta,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",13.6
2018,data.Alberta,,data.Elderly females not in an economic family,"data.Food insecure, moderate",
2019,data.Alberta,,data.Elderly females not in an economic family,"data.Food insecure, moderate",
2020,data.Alberta,,data.Elderly females not in an economic family,"data.Food insecure, moderate",9.8
2018,data.Alberta,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2019,data.Alberta,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2020,data.Alberta,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2018,data.Alberta,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",4.5
2019,data.Alberta,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",6.3
2020,data.Alberta,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",5.7
2018,data.Alberta,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",21.6
2019,data.Alberta,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",18.4
2020,data.Alberta,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",21.0
2018,data.Alberta,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",8.5
2019,data.Alberta,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",10.8
2020,data.Alberta,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",11.3
2018,data.Alberta,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",13.1
2019,data.Alberta,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",7.7
2020,data.Alberta,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",9.7
2018,data.Alberta,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",
2019,data.Alberta,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",
2020,data.Alberta,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",
2018,data.Alberta,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",21.4
2019,data.Alberta,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",19.4
2020,data.Alberta,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",21.4
2018,data.Alberta,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",7.8
2019,data.Alberta,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",11.6
